driver id,driver_role,driver_city_name,sign_up,sign_up_date,regular,regular_date,bind_car,bind_car_date,available,available_date,main_channel,car_factory_year,brand_id,inn_id,first_download_time,driver_first_trip_date,driver_last_trip_date,car_first_trip_date,acceptance,trips,,,,,,,,,
8470311843933,Driver-IE,Munich,Sign up,18/12/2020,Regular,22/12/2020,Bind car,18/12/2020,Available,22/12/2020,Organic,2013,1014309,null,07/10/2020,null,null,null,1,0,,,,,,,,,
8470311843945,Driver from fleet,Panama City,Sign up,05/03/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,05/05/2021,null,null,null,null,null,,,,,,,,,
8470311843961,Driver from fleet,Panama City,Sign up,04/10/2020,Regular,04/10/2020,Bind car,30/12/2020,Available,12/01/2021,Organic,2018,1014309,null,04/10/2020,18/01/2021,13/04/2021,18/01/2021,1760,1176,,,,,,,,,
8470311843970,Driver from fleet,Panama City,Sign up,26/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311843986,Driver from fleet,Panama City,Sign up,07/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311844017,Driver from fleet,Panama City,Sign up,13/12/2020,Regular,23/12/2020,Not bind car,null,Not available,null,Organic,null,null,null,06/10/2020,null,null,null,null,null,,,,,,,,,
8470311844049,Driver from fleet,Munich,Sign up,20/02/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311844069,Driver from fleet,Riyadh,Sign up,17/12/2020,Regular,01/01/2021,Bind car,14/01/2021,Available,01/02/2021,Organic,2014,1013915,null,02/10/2020,15/01/2021,10/03/2021,15/01/2021,744,658,,,,,,,,,
8470311844071,Driver from fleet,Munich,Sign up,10/10/2020,Regular,07/01/2021,Bind car,08/01/2021,Available,08/01/2021,Fleet,2013,1014309,null,11/10/2020,11/01/2021,07/04/2021,11/01/2021,706,447,,,,,,,,,
8470311844075,Driver from fleet,Munich,Sign up,24/12/2020,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,24/12/2020,19/01/2021,26/01/2021,null,150,121,,,,,,,,,
8470311844115,Driver from fleet,Riyadh,Sign up,04/10/2020,Regular,05/10/2020,Bind car,20/12/2020,Available,20/12/2020,Fleet,2016,1014334,null,01/12/2020,15/10/2020,17/12/2020,null,387,354,,,,,,,,,
8470311844195,Driver from fleet,Munich,Sign up,16/12/2020,Regular,21/12/2020,Bind car,27/01/2021,Available,27/01/2021,Fleet,2007,1014421,null,07/10/2020,null,null,null,10,0,,,,,,,,,
8470311844196,Driver from fleet,Riyadh,Sign up,27/01/2021,Regular,27/01/2021,Bind car,31/01/2021,Available,31/01/2021,Organic,2020,1014478,null,01/12/2020,null,null,null,null,null,,,,,,,,,
8470311844210,Fleet-llc/IE,Munich,Sign up,28/12/2020,Regular,28/12/2020,Not bind car,null,Not available,null,Organic,null,null,Approved,null,null,null,null,null,null,,,,,,,,,
8470311844216,Driver from fleet,Munich,Sign up,03/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311844250,Driver from fleet,Munich,Sign up,15/12/2020,Regular,17/12/2020,Bind car,01/03/2021,Available,01/03/2021,Fleet,2010,1014316,null,17/12/2020,11/01/2021,07/04/2021,03/03/2021,244,130,,,,,,,,,
8470311844273,Driver from fleet,Munich,Sign up,25/12/2020,Regular,28/12/2020,Bind car,28/12/2020,Available,28/12/2020,Organic,2013,1014297,null,17/12/2020,14/01/2021,13/02/2021,14/01/2021,136,116,,,,,,,,,
8470311844288,Driver from fleet,Munich,Sign up,15/12/2020,Regular,30/12/2020,Bind car,13/01/2021,Available,07/02/2021,Fleet,2016,1014303,null,05/10/2020,14/01/2021,13/04/2021,14/01/2021,261,227,,,,,,,,,
8470311844291,Driver from fleet,Munich,Sign up,19/01/2021,Not regular,null,Not bind car,null,Not available,null,Referral,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311844354,Driver from fleet,Munich,Sign up,23/12/2020,Regular,25/12/2020,Bind car,27/12/2020,Available,22/02/2021,Organic,2011,1014526,null,07/10/2020,28/01/2021,12/04/2021,28/01/2021,235,163,,,,,,,,,
8470311844403,Driver from fleet,Munich,Sign up,16/12/2020,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311844445,Driver from fleet,Panama City,Sign up,29/12/2020,Regular,30/12/2020,Bind car,11/03/2021,Available,11/03/2021,Fleet,2019,1014179,null,09/10/2020,12/01/2021,05/04/2021,11/03/2021,364,317,,,,,,,,,
8470311844508,Fleet-llc/IE,Munich,Sign up,27/03/2021,Regular,27/03/2021,Not bind car,null,Not available,null,Organic,null,null,Approved,null,null,null,null,null,null,,,,,,,,,
8470311844555,Fleet-llc/IE,Munich,Sign up,17/12/2020,Regular,17/12/2020,Bind car,23/02/2021,Not available,null,Organic,2017,1014478,Approved,null,null,null,23/02/2021,null,null,,,,,,,,,
8470311844666,Driver-IE,Munich,Sign up,16/12/2020,Regular,17/12/2020,Bind car,16/12/2020,Available,17/12/2020,Organic,2013,1014493,null,10/10/2020,11/01/2021,12/04/2021,11/01/2021,415,302,,,,,,,,,
8470311844712,Driver from fleet,Munich,Sign up,14/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311844730,Driver from fleet,Riyadh,Sign up,17/12/2020,Regular,31/12/2020,Bind car,31/12/2020,Available,31/12/2020,Organic,2011,1014232,null,11/10/2020,12/01/2021,12/04/2021,12/01/2021,490,351,,,,,,,,,
8470311844853,Driver-IE,Munich,Sign up,10/10/2020,Regular,11/10/2020,Bind car,21/03/2021,Available,21/03/2021,Organic,null,null,Approved,10/10/2020,null,null,null,null,null,,,,,,,,,
8470311844896,Driver from fleet,Munich,Sign up,11/10/2020,Regular,17/12/2020,Bind car,12/01/2021,Available,12/01/2021,Fleet,2011,1014309,null,11/10/2020,19/01/2021,12/04/2021,19/01/2021,859,642,,,,,,,,,
8470311845067,Driver from fleet,Riyadh,Sign up,03/01/2021,Regular,03/01/2021,Bind car,04/01/2021,Available,04/01/2021,Organic,2019,1014493,null,12/10/2020,18/01/2021,21/03/2021,18/01/2021,69,51,,,,,,,,,
8470311845234,Driver from fleet,Panama City,Sign up,03/01/2021,Regular,03/01/2021,Bind car,09/01/2021,Available,09/01/2021,Referral,2017,1013819,null,12/10/2020,11/01/2021,13/04/2021,11/01/2021,850,549,,,,,,,,,
8470311845320,Driver from fleet,Panama City,Sign up,17/12/2020,Regular,20/12/2020,Bind car,09/03/2021,Available,09/03/2021,Organic,2020,1014497,null,11/01/2021,11/01/2021,05/03/2021,null,1228,843,,,,,,,,,
8470311845512,Fleet-llc/IE,Riyadh,Sign up,16/12/2020,Regular,16/12/2020,Bind car,13/04/2021,Not available,null,Organic,2019,1015074,Approved,null,null,null,13/04/2021,null,null,,,,,,,,,
8470311845515,Driver from fleet,Riyadh,Sign up,13/10/2020,Not regular,null,Bind car,19/01/2021,Not available,null,Fleet,2011,1014494,null,18/10/2020,19/10/2020,19/01/2021,19/01/2021,284,266,,,,,,,,,
8470311845527,Driver from fleet,Riyadh,Sign up,13/10/2020,Regular,30/12/2020,Bind car,31/12/2020,Available,31/12/2020,Fleet,2019,1013819,null,30/12/2020,null,null,null,1,0,,,,,,,,,
8470311845650,Driver from fleet,Munich,Sign up,23/12/2020,Not regular,null,Not bind car,null,Not available,null,null,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311845664,Fleet-llc/IE,Munich,Sign up,21/12/2020,Regular,21/12/2020,Bind car,30/12/2020,Not available,null,Organic,2014,1014091,Approved,null,null,null,null,null,null,,,,,,,,,
8470311845693,Driver from fleet,Panama City,Sign up,29/12/2020,Regular,30/12/2020,Bind car,16/01/2021,Available,16/01/2021,Fleet,2018,1014497,null,13/10/2020,13/01/2021,12/04/2021,17/01/2021,1796,1273,,,,,,,,,
8470311845696,Fleet-llc/IE,Panama City,Sign up,10/01/2021,Regular,11/01/2021,Bind car,20/02/2021,Not available,null,Organic,2018,1013915,Approved,null,null,null,null,null,null,,,,,,,,,
8470311845782,Driver from fleet,Panama City,Sign up,27/12/2020,Regular,28/12/2020,Bind car,31/12/2020,Available,21/01/2021,Referral,2019,1014497,null,14/10/2020,null,null,null,null,null,,,,,,,,,
8470311845796,Driver from fleet,Riyadh,Sign up,01/01/2021,Regular,12/01/2021,Not bind car,null,Not available,null,Organic,null,null,null,13/10/2020,null,null,null,null,null,,,,,,,,,
8470311845815,Driver from fleet,Riyadh,Sign up,13/10/2020,Regular,30/12/2020,Bind car,01/01/2021,Available,01/01/2021,Fleet,2017,1014179,null,15/10/2020,11/01/2021,13/04/2021,11/01/2021,372,264,,,,,,,,,
8470311845830,Driver from fleet,Riyadh,Sign up,31/12/2020,Not regular,null,Bind car,31/12/2020,Not available,null,Fleet,2009,1014456,null,null,null,null,null,null,null,,,,,,,,,
8470311845849,Driver from fleet,Panama City,Sign up,23/12/2020,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311845897,Driver from fleet,Munich,Sign up,23/12/2020,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311846094,Driver from fleet,Riyadh,Sign up,21/12/2020,Not regular,null,Bind car,21/12/2020,Not available,null,null,2017,1014493,null,null,null,null,null,null,null,,,,,,,,,
8470311846177,Fleet-llc/IE,Munich,Sign up,21/02/2021,Regular,21/02/2021,Bind car,01/03/2021,Not available,null,Organic,null,null,Approved,null,null,null,null,null,null,,,,,,,,,
8470311846192,Driver from fleet,Panama City,Sign up,24/10/2020,Regular,22/11/2020,Bind car,08/01/2021,Available,08/01/2021,Organic,2019,1014091,null,14/10/2020,null,null,null,null,null,,,,,,,,,
8470311846258,Driver-IE,Panama City,Sign up,23/12/2020,Regular,23/12/2020,Bind car,23/12/2020,Available,24/12/2020,Offline,2019,1014478,null,23/12/2020,null,null,null,null,null,,,,,,,,,
8470311846274,Driver from fleet,Panama City,Sign up,20/12/2020,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,14/10/2020,null,null,null,null,null,,,,,,,,,
8470311846588,Driver from fleet,Munich,Sign up,19/12/2020,Regular,24/12/2020,Bind car,24/12/2020,Available,30/12/2020,Organic,2018,1014497,null,15/10/2020,21/01/2021,12/04/2021,21/01/2021,126,89,,,,,,,,,
8470311846658,Driver from fleet,Riyadh,Sign up,17/12/2020,Regular,17/12/2020,Bind car,22/12/2020,Available,22/12/2020,Organic,2012,1014341,null,15/10/2020,11/01/2021,07/02/2021,11/01/2021,110,81,,,,,,,,,
8470311847167,Driver from fleet,Panama City,Sign up,20/12/2020,Regular,27/12/2020,Bind car,07/01/2021,Available,07/01/2021,Fleet,2010,1014334,null,15/10/2020,14/01/2021,18/01/2021,14/01/2021,17,15,,,,,,,,,
8470311847813,Driver from fleet,Panama City,Sign up,31/01/2021,Not regular,null,Not bind car,null,Not available,null,Referral,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311848383,Driver from fleet,Munich,Sign up,29/12/2020,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,15/10/2020,null,null,null,null,null,,,,,,,,,
8470311848511,Driver from fleet,Riyadh,Sign up,15/10/2020,Regular,10/04/2021,Bind car,10/04/2021,Available,10/04/2021,Organic,2013,1014091,null,15/10/2020,null,null,null,null,null,,,,,,,,,
8470311848601,Driver from fleet,Riyadh,Sign up,25/01/2021,Regular,07/02/2021,Bind car,07/02/2021,Not available,null,Organic,2019,1014179,null,15/10/2020,null,null,null,null,null,,,,,,,,,
8470311848669,Driver from fleet,Panama City,Sign up,16/01/2021,Regular,18/01/2021,Bind car,18/01/2021,Available,19/01/2021,Organic,2018,1013775,null,16/01/2021,19/01/2021,03/04/2021,19/01/2021,200,169,,,,,,,,,
8470311848875,Driver from fleet,Munich,Sign up,20/12/2020,Regular,22/12/2020,Bind car,20/02/2021,Available,20/02/2021,Fleet,2014,1014259,null,18/12/2020,11/02/2021,13/04/2021,11/01/2021,129,107,,,,,,,,,
8470311849564,Driver from fleet,Riyadh,Sign up,03/02/2021,Regular,03/02/2021,Bind car,03/02/2021,Available,09/02/2021,Fleet,2017,1013776,null,03/02/2021,09/02/2021,24/03/2021,09/02/2021,49,42,,,,,,,,,
8470311850408,Driver from fleet,Panama City,Sign up,08/03/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311850580,Driver from fleet,Munich,Sign up,16/10/2020,Regular,28/10/2020,Bind car,20/12/2020,Available,05/01/2021,Organic,2018,1014309,null,16/10/2020,12/01/2021,13/04/2021,12/01/2021,2137,1396,,,,,,,,,
8470311850888,Driver from fleet,Riyadh,Sign up,30/12/2020,Not regular,null,Bind car,30/12/2020,Not available,null,Organic,2008,1014403,null,null,null,null,null,null,null,,,,,,,,,
8470311851003,Driver from fleet,Riyadh,Sign up,18/12/2020,Regular,28/12/2020,Bind car,04/01/2021,Available,12/01/2021,null,2010,1014494,null,27/12/2020,11/01/2021,30/01/2021,11/01/2021,103,93,,,,,,,,,
8470311851071,Driver from fleet,Panama City,Sign up,17/12/2020,Regular,20/01/2021,Bind car,23/01/2021,Available,23/01/2021,Organic,2015,1013915,null,16/10/2020,24/01/2021,29/03/2021,24/01/2021,560,383,,,,,,,,,
8470311851822,Driver from fleet,Munich,Sign up,20/12/2020,Regular,20/01/2021,Bind car,20/01/2021,Not available,null,Organic,null,null,null,20/12/2020,null,null,null,null,null,,,,,,,,,
8470311852053,Driver from fleet,Munich,Sign up,17/12/2020,Regular,18/12/2020,Bind car,30/12/2020,Available,08/01/2021,Organic,2018,1014309,null,17/12/2020,12/01/2021,09/04/2021,12/01/2021,761,566,,,,,,,,,
8470311852053,Driver from fleet,Riyadh,Sign up,17/10/2020,Not regular,null,Bind car,31/12/2020,Not available,null,Organic,2019,1014497,null,02/01/2021,11/01/2021,11/02/2021,11/01/2021,101,82,,,,,,,,,
8470311852192,Driver from fleet,Munich,Sign up,11/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,12/01/2021,08/04/2021,null,2979,1866,,,,,,,,,
8470311852283,Driver from fleet,Panama City,Sign up,19/12/2020,Regular,29/12/2020,Bind car,30/12/2020,Available,07/02/2021,Organic,2019,1013819,null,19/12/2020,03/02/2021,13/02/2021,03/02/2021,123,110,,,,,,,,,
8470311852452,Driver from fleet,Panama City,Sign up,18/12/2020,Regular,22/12/2020,Bind car,23/12/2020,Not available,null,Organic,2012,1014494,null,18/10/2020,null,null,null,null,null,,,,,,,,,
8470311852540,Driver from fleet,Panama City,Sign up,17/12/2020,Regular,02/01/2021,Bind car,03/01/2021,Available,07/02/2021,Organic,2014,1014493,null,17/12/2020,11/01/2021,12/04/2021,11/01/2021,2469,1826,,,,,,,,,
8470311852709,Driver from fleet,Munich,Sign up,18/12/2020,Not regular,null,Bind car,29/01/2021,Not available,null,Organic,null,null,null,31/01/2021,13/01/2021,08/02/2021,null,573,340,,,,,,,,,
8470311852938,Driver from fleet,Riyadh,Sign up,19/12/2020,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311853031,Driver from fleet,Munich,Sign up,18/12/2020,Regular,20/12/2020,Bind car,21/12/2020,Available,22/12/2020,Organic,2019,1014493,null,18/12/2020,27/01/2021,25/03/2021,27/01/2021,669,533,,,,,,,,,
8470311853299,Driver from fleet,Munich,Sign up,18/10/2020,Regular,18/12/2020,Bind car,11/01/2021,Available,11/01/2021,null,2015,1014091,null,17/12/2020,21/01/2021,06/02/2021,21/01/2021,4,4,,,,,,,,,
8470311853372,Driver from fleet,Panama City,Sign up,27/12/2020,Regular,08/01/2021,Bind car,02/04/2021,Not available,null,Organic,2018,1014493,null,18/10/2020,null,null,null,1,0,,,,,,,,,
8470311853662,Driver from fleet,Panama City,Sign up,25/12/2020,Not regular,null,Bind car,25/12/2020,Not available,null,Offline,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311855268,Fleet-llc/IE,Riyadh,Sign up,25/12/2020,Regular,25/12/2020,Bind car,12/04/2021,Not available,null,Organic,2011,1014496,Approved,null,null,null,null,null,null,,,,,,,,,
8470311855635,Driver from fleet,Panama City,Sign up,05/01/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311855758,Driver-IE,Panama City,Sign up,05/04/2021,Regular,06/04/2021,Bind car,05/04/2021,Available,06/04/2021,Organic,2020,1014309,null,05/04/2021,null,null,null,null,null,,,,,,,,,
8470311856069,Driver from fleet,Munich,Sign up,25/02/2021,Not regular,null,Not bind car,null,Not available,null,Referral,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311856180,Driver from fleet,Panama City,Sign up,01/02/2021,Regular,02/02/2021,Bind car,02/02/2021,Available,02/02/2021,Referral,2019,1014478,null,21/10/2020,03/02/2021,13/02/2021,03/02/2021,161,106,,,,,,,,,
8470311856268,Driver from fleet,Munich,Sign up,22/12/2020,Regular,05/01/2021,Bind car,05/01/2021,Available,10/02/2021,Organic,2016,1014309,null,21/10/2020,13/01/2021,04/04/2021,13/01/2021,81,67,,,,,,,,,
8470311856362,Driver from fleet,Munich,Sign up,03/01/2021,Not regular,null,Not bind car,null,Not available,null,Fleet,null,null,null,21/12/2020,null,null,null,null,null,,,,,,,,,
8470311856434,Driver from fleet,Riyadh,Sign up,21/10/2020,Not regular,null,Not bind car,null,Not available,null,Fleet,null,null,null,20/10/2020,27/10/2020,19/01/2021,null,129,129,,,,,,,,,
8470311856652,Driver from fleet,Panama City,Sign up,24/02/2021,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311856867,Driver from fleet,Riyadh,Sign up,20/12/2020,Regular,05/01/2021,Bind car,11/01/2021,Available,16/03/2021,Organic,2013,1014312,null,22/10/2020,null,null,null,null,null,,,,,,,,,
8470311857342,Driver-IE,Munich,Sign up,17/12/2020,Regular,29/12/2020,Bind car,17/12/2020,Available,11/01/2021,Organic,2019,1014497,null,23/12/2020,05/02/2021,06/02/2021,05/02/2021,46,30,,,,,,,,,
8470311857561,Driver from fleet,Munich,Sign up,20/12/2020,Regular,23/12/2020,Bind car,05/02/2021,Available,05/02/2021,null,2018,1014497,null,21/10/2020,14/01/2021,12/04/2021,05/02/2021,361,290,,,,,,,,,
8470311857649,Driver from fleet,Riyadh,Sign up,06/01/2021,Regular,07/01/2021,Bind car,11/01/2021,Available,08/04/2021,Fleet,2011,1014299,null,21/10/2020,14/01/2021,13/04/2021,14/01/2021,310,246,,,,,,,,,
8470311857724,Driver from fleet,Panama City,Sign up,11/01/2021,Regular,11/01/2021,Bind car,14/01/2021,Available,15/01/2021,Organic,2006,1014243,null,23/10/2020,07/03/2021,07/03/2021,07/03/2021,6,6,,,,,,,,,
8470311857838,Driver from fleet,Munich,Sign up,17/12/2020,Regular,29/12/2020,Bind car,28/02/2021,Available,04/03/2021,Organic,2014,1014309,null,28/12/2020,17/01/2021,13/04/2021,04/03/2021,1261,902,,,,,,,,,
8470311857868,Driver from fleet,Panama City,Sign up,04/02/2021,Regular,05/02/2021,Bind car,05/02/2021,Available,05/02/2021,Organic,2016,1014497,null,23/10/2020,05/02/2021,05/04/2021,05/02/2021,271,242,,,,,,,,,
8470311857966,Driver from fleet,Riyadh,Sign up,31/12/2020,Regular,11/01/2021,Bind car,11/01/2021,Available,29/01/2021,null,2015,1014091,null,23/10/2020,16/02/2021,13/04/2021,16/02/2021,542,493,,,,,,,,,
8470311858240,Driver from fleet,Riyadh,Sign up,21/12/2020,Regular,22/12/2020,Bind car,21/12/2020,Available,22/12/2020,Fleet,2015,1014478,null,24/10/2020,null,null,null,null,null,,,,,,,,,
8470311858363,Driver from fleet,Munich,Sign up,19/02/2021,Regular,31/03/2021,Bind car,07/04/2021,Available,07/04/2021,Offline,null,null,null,23/10/2020,08/04/2021,08/04/2021,null,2,1,,,,,,,,,
8470311858492,Driver from fleet,Panama City,Sign up,17/12/2020,Regular,22/12/2020,Bind car,22/12/2020,Available,22/12/2020,Fleet,2017,1013672,null,24/10/2020,14/01/2021,25/03/2021,14/01/2021,124,62,,,,,,,,,
8470311858896,Driver from fleet,Riyadh,Sign up,25/10/2020,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,25/10/2020,30/10/2020,13/11/2020,null,158,152,,,,,,,,,
8470311858954,Driver from fleet,Panama City,Sign up,02/01/2021,Regular,04/01/2021,Bind car,05/01/2021,Available,10/01/2021,Organic,2019,1014497,null,02/01/2021,null,null,null,null,null,,,,,,,,,
8470311859208,Driver from fleet,Panama City,Sign up,18/12/2020,Not regular,null,Not bind car,null,Not available,null,Organic,null,null,null,null,null,null,null,null,null,,,,,,,,,
8470311859422,Fleet-llc/IE,Riyadh,Sign up,26/01/2021,Regular,27/01/2021,Not bind car,null,Not available,null,Organic,null,null,Approved,null,null,null,null,null,null,,,,,,,,,
